"id","cve","t","valor","m","id2","DesGeo"
"i25",14,2015,1,3,"d","E"
"i25",14,2015,0,3,"e","E"
"i25",14,2015,1,4,"b","E"
"i25",14,2015,1,4,"f","E"
"i25",14,2015,1,4,"c","E"
"i25",14,2015,1,4,"d","E"
"i25",14,2015,0,4,"e","E"
"i25",14,2015,0,4,"b","E"
"i25",14,2015,0.6,4,"f","E"
"i25",14,2015,0.25,4,"c","E"
"i25",14,2015,0,4,"d","E"
"i25",14,2015,0.2,4,"e","E"
"i25",14,2015,0.2,4,"f","E"
"i25",14,2015,0,4,"c","E"
"i25",14,2015,0,4,"d","E"
"i25",14,2015,0,4,"b","E"
"i25",14,2015,0,4,"f","E"
"i25",14,2015,0,4,"c","E"
"i25",14,2015,0,4,"d","E"
"i25",14,2015,0,4,"e","E"
"i25",15,2014,1,4,"b","E"
"i25",15,2014,0,4,"c","E"
"i25",15,2014,0,4,"d","E"
"i25",15,2014,0.5,4,"d","E"
"i25",15,2014,0.5,4,"e","E"
"i25",15,2015,0,1,"b","E"
"i25",15,2015,0,1,"c","E"
"i25",15,2015,0,1,"d","E"
"i25",15,2015,0,1,"e","E"
"i25",15,2015,0,1,"c","E"
"i25",15,2015,0.5,1,"b","E"
"i25",15,2015,0,1,"f","E"
"i25",15,2015,0,1,"c","E"
"i25",15,2015,1,1,"d","E"
"i25",15,2015,1,1,"e","E"
"i25",15,2015,0.5,2,"c","E"
"i25",15,2015,0.142857142857143,2,"d","E"
"i25",15,2015,0,2,"e","E"
"i25",15,2015,1,2,"f","E"
"i25",15,2015,0.5,2,"c","E"
"i25",15,2015,0.2,2,"d","E"
"i25",15,2015,0.25,2,"e","E"
"i25",15,2015,0,2,"b","E"
"i25",15,2015,0.333333333333333,2,"f","E"
"i25",15,2015,1,2,"c","E"
"i25",15,2015,0.5,2,"d","E"
"i25",15,2015,0,2,"e","E"
"i25",15,2015,0.333333333333333,3,"b","E"
"i25",15,2015,0.5,3,"f","E"
"i25",15,2015,0.333333333333333,3,"c","E"
"i25",15,2015,0,3,"d","E"
"i25",15,2015,1,3,"e","E"
"i25",15,2015,0,3,"b","E"
"i25",15,2015,0.875,3,"f","E"
"i25",15,2015,1,3,"d","E"
"i25",15,2015,0,3,"e","E"
"i25",15,2015,1,4,"b","E"
"i25",15,2015,0,4,"f","E"
"i25",15,2015,0.666666666666667,4,"c","E"
"i25",15,2015,0,4,"d","E"
"i25",15,2015,0,4,"b","E"
"i25",15,2015,0.333333333333333,4,"f","E"
"i25",15,2015,0.625,4,"c","E"
"i25",15,2015,0.5,4,"d","E"
"i25",15,2015,0,4,"e","E"
"i25",15,2015,0,4,"b","E"
"i25",15,2015,0.166666666666667,4,"f","E"
"i25",15,2015,0,4,"c","E"
"i25",15,2015,0,4,"d","E"
"i25",15,2015,0,4,"e","E"
"i25",15,2015,0,4,"f","E"
"i25",16,2014,1,4,"c","E"
"i25",16,2014,0,4,"d","E"
"i25",16,2015,0,1,"c","E"
"i25",16,2015,0,1,"e","E"
"i25",16,2015,0,1,"e","E"
"i25",16,2015,0,2,"e","E"
"i25",16,2015,0,2,"c","E"
"i25",16,2015,1,2,"e","E"
"i25",16,2015,0,3,"b","E"
"i25",16,2015,0,3,"b","E"
"i25",16,2015,0,3,"c","E"
"i25",16,2015,0,4,"c","E"
"i25",16,2015,0,4,"b","E"
"i25",16,2015,1,4,"d","E"
"i25",16,2015,0,4,"e","E"
"i25",16,2015,0,4,"f","E"
"i25",16,2015,0,4,"d","E"
"i25",16,2015,0,4,"c","E"
"i25",17,2014,0,4,"c","E"
"i25",17,2015,0,1,"c","E"
"i25",17,2015,0,1,"c","E"
"i25",17,2015,1,1,"d","E"
"i25",17,2015,1,2,"f","E"
"i25",17,2015,0.5,2,"f","E"
"i25",17,2015,1,2,"d","E"
"i25",17,2015,0,2,"e","E"
"i25",17,2015,0,2,"b","E"
"i25",17,2015,0,2,"e","E"
"i25",17,2015,0,3,"c","E"
"i25",17,2015,0,3,"f","E"
"i25",17,2015,1,4,"b","E"
"i25",17,2015,1,4,"f","E"
"i25",17,2015,0,4,"d","E"
"i25",17,2015,0,4,"b","E"
"i25",17,2015,0.5,4,"f","E"
"i25",17,2015,0,4,"d","E"
"i25",17,2015,0,4,"e","E"
"i25",17,2015,0,4,"b","E"
"i25",17,2015,1,4,"f","E"
"i25",17,2015,0,4,"c","E"
"i25",17,2015,0,4,"d","E"
"i25",17,2015,0,4,"c","E"
"i25",18,2015,1,2,"c","E"
"i25",18,2015,1,2,"c","E"
"i25",18,2015,1,4,"c","E"
"i25",18,2015,0,4,"e","E"
"i25",18,2015,0,4,"c","E"
"i25",18,2015,0,4,"d","E"
"i25",19,2014,1,4,"d","E"
"i25",19,2014,1,4,"c","E"
"i25",19,2014,1,4,"d","E"
"i25",19,2014,0,4,"e","E"
"i25",19,2015,0,1,"b","E"
"i25",19,2015,1,1,"c","E"
"i25",19,2015,0,1,"d","E"
"i25",19,2015,1,1,"c","E"
"i25",19,2015,0,1,"c","E"
"i25",19,2015,0,1,"d","E"
"i25",19,2015,0.5,2,"c","E"
"i25",19,2015,1,2,"c","E"
"i25",19,2015,1,2,"b","E"
"i25",19,2015,1,2,"f","E"
"i25",19,2015,0,2,"c","E"
"i25",19,2015,0,2,"e","E"
"i25",19,2015,0,3,"f","E"
"i25",19,2015,0.75,3,"c","E"
"i25",19,2015,0,3,"d","E"
"i25",19,2015,0,3,"b","E"
"i25",19,2015,0,3,"c","E"
"i25",19,2015,0,3,"d","E"
"i25",19,2015,0,3,"e","E"
"i25",19,2015,1,4,"f","E"
"i25",19,2015,0.4,4,"c","E"
"i25",19,2015,0,4,"b","E"
"i25",19,2015,0,4,"f","E"
"i25",19,2015,0.333333333333333,4,"c","E"
"i25",19,2015,0,4,"f","E"
"i25",19,2015,0.333333333333333,4,"c","E"
"i25",19,2015,0,4,"d","E"
"i25",19,2015,0,4,"e","E"
"i25",19,2015,0,4,"e","E"
"i25",20,2014,1,4,"c","E"
"i25",20,2015,0,1,"c","E"
"i25",20,2015,0,1,"b","E"
"i25",20,2015,0,2,"d","E"
"i25",20,2015,1,2,"c","E"
"i25",20,2015,0,2,"e","E"
"i25",20,2015,1,2,"c","E"
"i25",20,2015,1,4,"f","E"
"i25",20,2015,0,4,"d","E"
"i25",20,2015,0,4,"e","E"
"i25",20,2015,0,4,"b","E"
"i25",20,2015,0,4,"f","E"
"i25",20,2015,0,4,"f","E"
"i25",20,2015,0,4,"d","E"
"i25",21,2014,1,4,"d","E"
"i25",21,2014,0,4,"c","E"
"i25",21,2014,1,4,"e","E"
"i25",21,2015,1,1,"c","E"
"i25",21,2015,0,1,"e","E"
"i25",21,2015,0,1,"c","E"
"i25",21,2015,0,1,"e","E"
"i25",21,2015,0,2,"d","E"
"i25",21,2015,1,2,"b","E"
"i25",21,2015,0,2,"f","E"
"i25",21,2015,1,2,"c","E"
"i25",21,2015,0,2,"d","E"
"i25",21,2015,1,2,"e","E"
"i25",21,2015,0.5,2,"b","E"
"i25",21,2015,0,2,"f","E"
"i25",21,2015,0,2,"e","E"
"i25",21,2015,0,3,"b","E"
"i25",21,2015,0,3,"c","E"
"i25",21,2015,0.5,3,"d","E"
"i25",21,2015,0,3,"e","E"
"i25",21,2015,1,3,"f","E"
"i25",21,2015,0.5,3,"c","E"
"i25",21,2015,0,4,"b","E"
"i25",21,2015,0,4,"d","E"
"i25",21,2015,0,4,"f","E"
"i25",21,2015,0,4,"c","E"
"i25",21,2015,0,4,"d","E"
"i25",21,2015,0,4,"b","E"
"i25",21,2015,0,4,"f","E"
"i25",21,2015,0,4,"c","E"
"i25",21,2015,0,4,"d","E"
"i25",21,2015,0,4,"e","E"
"i25",21,2015,0,4,"f","E"
"i25",21,2015,0,4,"c","E"
"i25",21,2015,0,4,"d","E"
"i25",22,2014,0,4,"e","E"
"i25",22,2014,0,4,"c","E"
"i25",22,2015,0,1,"d","E"
"i25",22,2015,0,1,"e","E"
"i25",22,2015,0.5,1,"c","E"
"i25",22,2015,0,1,"d","E"
"i25",22,2015,1,2,"b","E"
"i25",22,2015,1,2,"c","E"
"i25",22,2015,0,2,"d","E"
"i25",22,2015,0,2,"b","E"
"i25",22,2015,0,2,"f","E"
"i25",22,2015,1,2,"c","E"
"i25",22,2015,0,2,"d","E"
"i25",22,2015,1,2,"f","E"
"i25",22,2015,0,3,"c","E"
"i25",22,2015,1,3,"d","E"
"i25",22,2015,0.5,3,"e","E"
"i25",22,2015,0,3,"b","E"
"i25",22,2015,1,3,"f","E"
"i25",22,2015,0,3,"c","E"
"i25",22,2015,0,3,"d","E"
"i25",22,2015,1,4,"f","E"
"i25",22,2015,0.5,4,"c","E"
"i25",22,2015,0,4,"d","E"
"i25",22,2015,0,4,"e","E"
"i25",22,2015,0,4,"b","E"
"i25",22,2015,1,4,"f","E"
"i25",22,2015,1,4,"c","E"
"i25",22,2015,1,4,"f","E"
"i25",22,2015,0,4,"c","E"
"i25",22,2015,0.333333333333333,4,"d","E"
"i25",22,2015,0,4,"e","E"
"i25",22,2015,0,4,"f","E"
"i25",23,2014,0,4,"c","E"
"i25",23,2015,0,1,"b","E"
"i25",23,2015,1,1,"d","E"
"i25",23,2015,1,2,"f","E"
"i25",23,2015,0,2,"c","E"
"i25",23,2015,0,2,"b","E"
"i25",23,2015,0,3,"b","E"
"i25",23,2015,1,3,"f","E"
"i25",23,2015,0,3,"d","E"
"i25",23,2015,1,3,"b","E"
"i25",23,2015,0,3,"c","E"
"i25",23,2015,1,3,"d","E"
"i25",23,2015,1,4,"c","E"
"i25",23,2015,0,4,"f","E"
"i25",23,2015,0,4,"c","E"
"i25",23,2015,1,4,"f","E"
"i25",23,2015,0,4,"c","E"
"i25",23,2015,0,4,"e","E"
"i25",24,2014,0,4,"d","E"
"i25",24,2015,0,1,"e","E"
"i25",24,2015,0,1,"b","E"
"i25",24,2015,0,2,"c","E"
"i25",24,2015,0,4,"b","E"
"i25",24,2015,1,4,"c","E"
"i25",24,2015,0,4,"f","E"
"i25",25,2014,0,4,"d","E"
"i25",25,2015,0,1,"c","E"
"i25",25,2015,0,1,"f","E"
"i25",25,2015,0,1,"c","E"
"i25",25,2015,0,2,"e","E"
"i25",25,2015,1,2,"f","E"
"i25",25,2015,1,2,"d","E"
"i25",25,2015,1,3,"b","E"
"i25",25,2015,1,3,"f","E"
"i25",25,2015,1,3,"c","E"
"i25",25,2015,0,3,"d","E"
"i25",25,2015,0,4,"c","E"
"i25",25,2015,0.5,4,"c","E"
"i25",25,2015,0,4,"e","E"
"i25",25,2015,0,4,"f","E"
"i25",25,2015,0,4,"c","E"
"i25",25,2015,0,4,"d","E"
"i25",26,2014,0,4,"e","E"
"i25",26,2015,0,1,"f","E"
"i25",26,2015,0,2,"e","E"
"i25",26,2015,0.5,3,"b","E"
"i25",26,2015,0,3,"f","E"
"i25",26,2015,0,4,"f","E"
"i25",26,2015,0,4,"b","E"
"i25",26,2015,0,4,"d","E"
"i25",27,2015,0,1,"c","E"
"i25",27,2015,0,2,"c","E"
"i25",27,2015,0,2,"f","E"
"i25",27,2015,0,2,"e","E"
"i25",27,2015,0,3,"d","E"
"i25",27,2015,0,4,"f","E"
"i25",27,2015,0,4,"e","E"
"i25",28,2014,1,4,"c","E"
"i25",28,2014,0,4,"d","E"
"i25",28,2015,0,4,"c","E"
"i25",28,2015,0,4,"c","E"
"i25",29,2014,1,4,"c","E"
"i25",29,2015,1,1,"c","E"
"i25",29,2015,0,1,"e","E"
"i25",29,2015,0,2,"e","E"
"i25",29,2015,0,2,"e","E"
"i25",29,2015,0,3,"c","E"
"i25",29,2015,0,4,"b","E"
"i25",29,2015,0,4,"d","E"
"i25",29,2015,0,4,"e","E"
"i25",30,2014,0,4,"d","E"
"i25",30,2014,1,4,"e","E"
"i25",30,2015,0,1,"c","E"
"i25",30,2015,1,1,"c","E"
"i25",30,2015,0.5,1,"c","E"
"i25",30,2015,1,1,"d","E"
"i25",30,2015,0,2,"b","E"
"i25",30,2015,1,2,"f","E"
"i25",30,2015,0,2,"c","E"
"i25",30,2015,0,2,"d","E"
"i25",30,2015,0,2,"b","E"
"i25",30,2015,0.5,2,"c","E"
"i25",30,2015,0.4,2,"c","E"
"i25",30,2015,1,3,"b","E"
"i25",30,2015,0.5,3,"c","E"
"i25",30,2015,0,3,"d","E"
"i25",30,2015,0,3,"c","E"
"i25",30,2015,0,3,"d","E"
"i25",30,2015,0,4,"f","E"
"i25",30,2015,0,4,"f","E"
"i25",30,2015,1,4,"c","E"
"i25",30,2015,0,4,"b","E"
"i25",30,2015,0,4,"f","E"
"i25",30,2015,0,4,"c","E"
"i25",30,2015,0,4,"d","E"
"i25",30,2015,0,4,"e","E"
"i25",30,2015,0,4,"b","E"
"i25",30,2015,0,4,"f","E"
"i25",31,2014,0,4,"e","E"
"i25",31,2014,0,4,"c","E"
"i25",31,2015,0,1,"b","E"
"i25",31,2015,0,1,"e","E"
"i25",31,2015,1,2,"b","E"
"i25",31,2015,0,2,"c","E"
"i25",31,2015,0,2,"f","E"
"i25",31,2015,0.333333333333333,3,"b","E"
"i25",31,2015,1,3,"f","E"
"i25",31,2015,0,3,"e","E"
"i25",31,2015,1,3,"b","E"
"i25",31,2015,0,3,"e","E"
"i25",31,2015,1,4,"b","E"
"i25",31,2015,0,4,"f","E"
"i25",31,2015,1,4,"c","E"
"i25",31,2015,0,4,"b","E"
"i25",31,2015,0,4,"f","E"
"i25",31,2015,0,4,"e","E"
"i25",31,2015,1,4,"f","E"
"i25",31,2015,0,4,"c","E"
"i25",31,2015,0,4,"d","E"
"i25",31,2015,0,4,"e","E"
"i25",31,2015,0,4,"f","E"
"i25",31,2015,0,4,"d","E"
"i25",32,2015,1,2,"c","E"
"i25",32,2015,0,4,"b","E"
"i26",1,2014,0,4,"a","E"
"i26",1,2015,6,1,"a","E"
"i26",1,2015,6,1,"a","E"
"i26",1,2015,1,2,"a","E"
"i26",1,2015,0,2,"a","E"
"i26",1,2015,13,4,"a","E"
"i26",1,2015,49,4,"a","E"
"i26",1,2015,3,4,"a","E"
"i26",2,2015,34,1,"a","E"
"i26",2,2015,1,1,"a","E"
"i26",2,2015,18,1,"a","E"
"i26",2,2015,5,2,"a","E"
"i26",2,2015,3,2,"a","E"
"i26",2,2015,2,2,"a","E"
"i26",2,2015,21,3,"a","E"
"i26",2,2015,63,4,"a","E"
"i26",2,2015,40,4,"a","E"
"i26",2,2015,3,4,"a","E"
"i26",3,2015,1,1,"a","E"
"i26",3,2015,14,2,"a","E"
"i26",3,2015,40,3,"a","E"
"i26",3,2015,97,4,"a","E"
"i26",3,2015,0,4,"a","E"
"i26",4,2015,5,1,"a","E"
"i26",4,2015,0,2,"a","E"
"i26",4,2015,3,3,"a","E"
"i26",4,2015,4,4,"a","E"
"i26",4,2015,4,4,"a","E"
"i26",4,2015,9,4,"a","E"
"i26",5,2014,5,4,"a","E"
"i26",5,2015,111,2,"a","E"
"i26",5,2015,78,2,"a","E"
"i26",5,2015,52,3,"a","E"
"i26",5,2015,5,4,"a","E"
"i26",5,2015,4,4,"a","E"
"i26",5,2015,6,4,"a","E"
"i26",6,2015,140,1,"a","E"
"i26",6,2015,175,2,"a","E"
"i26",6,2015,3,2,"a","E"
"i26",6,2015,20,3,"a","E"
"i26",6,2015,10,4,"a","E"
"i26",6,2015,49,4,"a","E"
"i26",6,2015,54,4,"a","E"
"i26",7,2014,78,4,"a","E"
"i26",7,2015,15,2,"a","E"
"i26",7,2015,21,3,"a","E"
"i26",7,2015,41,3,"a","E"
"i26",7,2015,0,4,"a","E"
"i26",7,2015,13,4,"a","E"
"i26",8,2015,118,4,"a","E"
"i26",8,2015,4,4,"a","E"
"i26",9,2014,25,4,"a","E"
"i26",10,2014,0,4,"a","E"
"i26",10,2015,0,1,"a","E"
"i26",10,2015,75,2,"a","E"
"i26",10,2015,0,4,"a","E"
"i26",11,2015,35,1,"a","E"
"i26",11,2015,8,1,"a","E"
"i26",11,2015,23,2,"a","E"
"i26",11,2015,44,2,"a","E"
"i26",11,2015,81,2,"a","E"
"i26",11,2015,0,4,"a","E"
"i26",11,2015,0,4,"a","E"
"i26",12,2014,13,4,"a","E"
"i26",12,2014,8,4,"a","E"
"i26",12,2015,35,1,"a","E"
"i26",12,2015,17,1,"a","E"
"i26",12,2015,36,2,"a","E"
"i26",12,2015,35,2,"a","E"
"i26",12,2015,93,2,"a","E"
"i26",12,2015,0,3,"a","E"
"i26",12,2015,97,3,"a","E"
"i26",12,2015,16,4,"a","E"
"i26",12,2015,13,4,"a","E"
"i26",12,2015,1,4,"a","E"
"i26",12,2015,12,4,"a","E"
"i26",13,2014,0,4,"a","E"
"i26",13,2015,73,1,"a","E"
"i26",13,2015,31,2,"a","E"
"i26",13,2015,4,2,"a","E"
"i26",13,2015,0,3,"a","E"
"i26",13,2015,8,3,"a","E"
"i26",13,2015,3,4,"a","E"
"i26",13,2015,15,4,"a","E"
"i26",13,2015,4,4,"a","E"
"i26",13,2015,0,4,"a","E"
"i26",14,2014,2,4,"a","E"
"i26",14,2014,0,4,"a","E"
"i26",14,2014,72,4,"a","E"
"i26",14,2015,42,1,"a","E"
"i26",14,2015,87,1,"a","E"
"i26",14,2015,44,1,"a","E"
"i26",14,2015,835,2,"a","E"
"i26",14,2015,317,2,"a","E"
"i26",14,2015,105,2,"a","E"
"i26",14,2015,460,3,"a","E"
"i26",14,2015,280,3,"a","E"
"i26",14,2015,217,4,"a","E"
"i26",14,2015,381,4,"a","E"
"i26",14,2015,277,4,"a","E"
"i26",14,2015,4,4,"a","E"
"i26",15,2014,54,4,"a","E"
"i26",15,2014,361,4,"a","E"
"i26",15,2015,24,1,"a","E"
"i26",15,2015,11,1,"a","E"
"i26",15,2015,165,1,"a","E"
"i26",15,2015,105,2,"a","E"
"i26",15,2015,148,2,"a","E"
"i26",15,2015,195,2,"a","E"
"i26",15,2015,180,3,"a","E"
"i26",15,2015,209,3,"a","E"
"i26",15,2015,217,4,"a","E"
"i26",15,2015,488,4,"a","E"
"i26",15,2015,191,4,"a","E"
"i26",15,2015,15,4,"a","E"
"i26",16,2014,21,4,"a","E"
"i26",16,2014,13,4,"a","E"
"i26",16,2015,4,1,"a","E"
"i26",16,2015,0,1,"a","E"
"i26",16,2015,0,1,"a","E"
"i26",16,2015,1,2,"a","E"
"i26",16,2015,20,2,"a","E"
"i26",16,2015,6,3,"a","E"
"i26",16,2015,7,3,"a","E"
"i26",16,2015,3,4,"a","E"
"i26",16,2015,40,4,"a","E"
"i26",16,2015,13,4,"a","E"
"i26",16,2015,0,4,"a","E"
"i26",17,2014,0,4,"a","E"
"i26",17,2015,3,1,"a","E"
"i26",17,2015,61,1,"a","E"
"i26",17,2015,68,2,"a","E"
"i26",17,2015,36,2,"a","E"
"i26",17,2015,9,2,"a","E"
"i26",17,2015,0,3,"a","E"
"i26",17,2015,0,3,"a","E"
"i26",17,2015,84,4,"a","E"
"i26",17,2015,106,4,"a","E"
"i26",17,2015,39,4,"a","E"
"i26",17,2015,0,4,"a","E"
"i26",18,2015,23,2,"a","E"
"i26",18,2015,108,2,"a","E"
"i26",18,2015,46,4,"a","E"
"i26",18,2015,0,4,"a","E"
"i26",18,2015,3,4,"a","E"
"i26",18,2015,7,4,"a","E"
"i26",19,2014,57,4,"a","E"
"i26",19,2014,56,4,"a","E"
"i26",19,2015,37,1,"a","E"
"i26",19,2015,73,1,"a","E"
"i26",19,2015,32,1,"a","E"
"i26",19,2015,39,2,"a","E"
"i26",19,2015,63,2,"a","E"
"i26",19,2015,62,2,"a","E"
"i26",19,2015,185,3,"a","E"
"i26",19,2015,13,3,"a","E"
"i26",19,2015,235,4,"a","E"
"i26",19,2015,71,4,"a","E"
"i26",19,2015,59,4,"a","E"
"i26",19,2015,1,4,"a","E"
"i26",20,2014,28,4,"a","E"
"i26",20,2015,2,1,"a","E"
"i26",20,2015,1,1,"a","E"
"i26",20,2015,6,2,"a","E"
"i26",20,2015,104,2,"a","E"
"i26",20,2015,45,2,"a","E"
"i26",20,2015,55,4,"a","E"
"i26",20,2015,0,4,"a","E"
"i26",20,2015,35,4,"a","E"
"i26",21,2014,126,4,"a","E"
"i26",21,2014,24,4,"a","E"
"i26",21,2015,33,1,"a","E"
"i26",21,2015,1,1,"a","E"
"i26",21,2015,6,1,"a","E"
"i26",21,2015,5,2,"a","E"
"i26",21,2015,239,2,"a","E"
"i26",21,2015,42,2,"a","E"
"i26",21,2015,48,3,"a","E"
"i26",21,2015,121,3,"a","E"
"i26",21,2015,12,4,"a","E"
"i26",21,2015,79,4,"a","E"
"i26",21,2015,58,4,"a","E"
"i26",21,2015,0,4,"a","E"
"i26",22,2014,1,4,"a","E"
"i26",22,2014,1,4,"a","E"
"i26",22,2015,2,1,"a","E"
"i26",22,2015,137,1,"a","E"
"i26",22,2015,96,2,"a","E"
"i26",22,2015,135,2,"a","E"
"i26",22,2015,48,2,"a","E"
"i26",22,2015,146,3,"a","E"
"i26",22,2015,54,3,"a","E"
"i26",22,2015,184,4,"a","E"
"i26",22,2015,111,4,"a","E"
"i26",22,2015,565,4,"a","E"
"i26",22,2015,5,4,"a","E"
"i26",23,2014,0,4,"a","E"
"i26",23,2015,30,1,"a","E"
"i26",23,2015,34,2,"a","E"
"i26",23,2015,1,2,"a","E"
"i26",23,2015,36,3,"a","E"
"i26",23,2015,121,3,"a","E"
"i26",23,2015,11,4,"a","E"
"i26",23,2015,1,4,"a","E"
"i26",23,2015,22,4,"a","E"
"i26",24,2014,1,4,"a","E"
"i26",24,2015,1,1,"a","E"
"i26",24,2015,2,1,"a","E"
"i26",24,2015,6,2,"a","E"
"i26",24,2015,98,4,"a","E"
"i26",24,2015,0,4,"a","E"
"i26",25,2014,1,4,"a","E"
"i26",25,2015,0,1,"a","E"
"i26",25,2015,5,1,"a","E"
"i26",25,2015,3,1,"a","E"
"i26",25,2015,13,2,"a","E"
"i26",25,2015,117,2,"a","E"
"i26",25,2015,186,3,"a","E"
"i26",25,2015,1,4,"a","E"
"i26",25,2015,51,4,"a","E"
"i26",25,2015,0,4,"a","E"
"i26",25,2015,5,4,"a","E"
"i26",26,2014,0,4,"a","E"
"i26",26,2015,6,1,"a","E"
"i26",26,2015,6,2,"a","E"
"i26",26,2015,78,3,"a","E"
"i26",26,2015,2,3,"a","E"
"i26",26,2015,0,4,"a","E"
"i26",26,2015,4,4,"a","E"
"i26",27,2015,0,1,"a","E"
"i26",27,2015,2,2,"a","E"
"i26",27,2015,1,2,"a","E"
"i26",27,2015,0,3,"a","E"
"i26",27,2015,0,4,"a","E"
"i26",27,2015,2,4,"a","E"
"i26",28,2014,66,4,"a","E"
"i26",28,2014,3,4,"a","E"
"i26",28,2015,10,4,"a","E"
"i26",28,2015,1,4,"a","E"
"i26",29,2014,15,4,"a","E"
"i26",29,2015,46,1,"a","E"
"i26",29,2015,2,1,"a","E"
"i26",29,2015,1,2,"a","E"
"i26",29,2015,5,2,"a","E"
"i26",29,2015,0,3,"a","E"
"i26",29,2015,11,4,"a","E"
"i26",29,2015,0,4,"a","E"
"i26",30,2014,34,4,"a","E"
"i26",30,2015,2,1,"a","E"
"i26",30,2015,44,1,"a","E"
"i26",30,2015,89,1,"a","E"
"i26",30,2015,9,2,"a","E"
"i26",30,2015,45,2,"a","E"
"i26",30,2015,133,2,"a","E"
"i26",30,2015,330,3,"a","E"
"i26",30,2015,16,3,"a","E"
"i26",30,2015,1,4,"a","E"
"i26",30,2015,56,4,"a","E"
"i26",30,2015,77,4,"a","E"
"i26",30,2015,4,4,"a","E"
"i26",31,2014,1,4,"a","E"
"i26",31,2014,0,4,"a","E"
"i26",31,2015,12,1,"a","E"
"i26",31,2015,4,1,"a","E"
"i26",31,2015,89,2,"a","E"
"i26",31,2015,2,2,"a","E"
"i26",31,2015,0,2,"a","E"
"i26",31,2015,71,3,"a","E"
"i26",31,2015,83,3,"a","E"
"i26",31,2015,271,4,"a","E"
"i26",31,2015,4,4,"a","E"
"i26",31,2015,228,4,"a","E"
"i26",31,2015,0,4,"a","E"
"i26",32,2015,14,2,"a","E"
"i26",32,2015,54,4,"a","E"
"i27",1,2015,NA,4,"a","E"
"i27",2,2015,11,1,"a","E"
"i27",2,2015,70,3,"a","E"
"i27",2,2015,42,4,"a","E"
"i27",3,2015,26,3,"a","E"
"i27",5,2014,67,4,"a","E"
"i27",5,2015,45,2,"a","E"
"i27",5,2015,10.5,2,"a","E"
"i27",5,2015,61,3,"a","E"
"i27",6,2015,81,1,"a","E"
"i27",6,2015,30.5,2,"a","E"
"i27",6,2015,NA,4,"a","E"
"i27",6,2015,15,4,"a","E"
"i27",7,2014,51,4,"a","E"
"i27",7,2015,43,2,"a","E"
"i27",7,2015,29,3,"a","E"
"i27",7,2015,NA,3,"a","E"
"i27",8,2015,31,4,"a","E"
"i27",10,2015,22,2,"a","E"
"i27",11,2015,60,1,"a","E"
"i27",11,2015,59,2,"a","E"
"i27",11,2015,36,2,"a","E"
"i27",11,2015,54,2,"a","E"
"i27",12,2015,84,1,"a","E"
"i27",12,2015,14,1,"a","E"
"i27",12,2015,NA,2,"a","E"
"i27",12,2015,42,2,"a","E"
"i27",12,2015,43.5,2,"a","E"
"i27",12,2015,NA,3,"a","E"
"i27",12,2015,30,4,"a","E"
"i27",13,2015,94,1,"a","E"
"i27",13,2015,NA,2,"a","E"
"i27",14,2014,56.5,4,"a","E"
"i27",14,2015,29,1,"a","E"
"i27",14,2015,29,1,"a","E"
"i27",14,2015,29,2,"a","E"
"i27",14,2015,53.1428571428571,2,"a","E"
"i27",14,2015,60.5,2,"a","E"
"i27",14,2015,51.3333333333333,3,"a","E"
"i27",14,2015,40,3,"a","E"
"i27",14,2015,35.5,4,"a","E"
"i27",14,2015,47,4,"a","E"
"i27",14,2015,NA,4,"a","E"
"i27",15,2014,NA,4,"a","E"
"i27",15,2014,47,4,"a","E"
"i27",15,2015,41,1,"a","E"
"i27",15,2015,38,2,"a","E"
"i27",15,2015,61,2,"a","E"
"i27",15,2015,45,2,"a","E"
"i27",15,2015,56.75,3,"a","E"
"i27",15,2015,88,3,"a","E"
"i27",15,2015,42.5,4,"a","E"
"i27",15,2015,28.6666666666667,4,"a","E"
"i27",15,2015,NA,4,"a","E"
"i27",16,2014,NA,4,"a","E"
"i27",16,2015,NA,2,"a","E"
"i27",16,2015,30,4,"a","E"
"i27",17,2015,44,1,"a","E"
"i27",17,2015,NA,2,"a","E"
"i27",17,2015,75,2,"a","E"
"i27",17,2015,34,4,"a","E"
"i27",17,2015,NA,4,"a","E"
"i27",17,2015,NA,4,"a","E"
"i27",18,2015,86,2,"a","E"
"i27",18,2015,50,2,"a","E"
"i27",18,2015,61,4,"a","E"
"i27",19,2014,78,4,"a","E"
"i27",19,2014,79,4,"a","E"
"i27",19,2015,43,1,"a","E"
"i27",19,2015,122,1,"a","E"
"i27",19,2015,46,2,"a","E"
"i27",19,2015,17,2,"a","E"
"i27",19,2015,35,2,"a","E"
"i27",19,2015,50.3333333333333,3,"a","E"
"i27",19,2015,24.5,4,"a","E"
"i27",19,2015,NA,4,"a","E"
"i27",19,2015,13,4,"a","E"
"i27",20,2014,NA,4,"a","E"
"i27",20,2015,47,2,"a","E"
"i27",20,2015,51,2,"a","E"
"i27",20,2015,47,4,"a","E"
"i27",21,2014,98,4,"a","E"
"i27",21,2014,41,4,"a","E"
"i27",21,2015,NA,1,"a","E"
"i27",21,2015,38.4,2,"a","E"
"i27",21,2015,23,2,"a","E"
"i27",21,2015,NA,3,"a","E"
"i27",21,2015,49,3,"a","E"
"i27",22,2015,55,1,"a","E"
"i27",22,2015,64.5,2,"a","E"
"i27",22,2015,41,2,"a","E"
"i27",22,2015,33,2,"a","E"
